date,time,FC1_Read_Input_Register,FC2_Read_Discrete_Value,FC3_Read_Holding_Register,FC4_Read_Coil,label,type
25-Apr-19, 10:10:31 ,3917,56950,57875,61287,1,injection
25-Apr-19, 10:10:32 ,3917,56950,57875,61287,1,injection
25-Apr-19, 10:10:34 ,3917,56950,57875,61287,1,injection
25-Apr-19, 10:10:34 ,59034,6659,24105,3345,1,injection
25-Apr-19, 10:10:35 ,59034,6659,24105,3345,1,injection
25-Apr-19, 10:10:35 ,59034,6659,24105,3345,1,injection
25-Apr-19, 10:10:36 ,59034,6659,24105,3345,1,injection
25-Apr-19, 10:10:36 ,50315,12989,23195,47391,1,injection
25-Apr-19, 10:10:37 ,50315,12989,23195,47391,1,injection
25-Apr-19, 10:10:39 ,50315,12989,23195,47391,1,injection
25-Apr-19, 10:10:39 ,50315,12989,23195,47391,1,injection
25-Apr-19, 10:10:40 ,23872,15134,52756,8913,1,injection
25-Apr-19, 10:10:40 ,23872,15134,52756,8913,1,injection
25-Apr-19, 10:10:41 ,23872,15134,52756,8913,1,injection
25-Apr-19, 10:10:41 ,23872,15134,52756,8913,1,injection
25-Apr-19, 10:10:44 ,22866,58255,38459,61598,1,injection
25-Apr-19, 10:10:44 ,22866,58255,38459,61598,1,injection
25-Apr-19, 10:10:45 ,22866,58255,38459,61598,1,injection
25-Apr-19, 10:10:45 ,5344,2149,34948,63969,1,injection
25-Apr-19, 10:10:46 ,5344,2149,34948,63969,1,injection
25-Apr-19, 10:10:46 ,5344,2149,34948,63969,1,injection
25-Apr-19, 10:10:47 ,5344,2149,34948,63969,1,injection
25-Apr-19, 10:10:49 ,54909,16070,6701,42230,1,injection
25-Apr-19, 10:10:49 ,54909,16070,6701,42230,1,injection
25-Apr-19, 10:10:50 ,54909,16070,6701,42230,1,injection
25-Apr-19, 10:10:50 ,54909,16070,6701,42230,1,injection
25-Apr-19, 10:10:51 ,60996,33968,1265,15614,1,injection
25-Apr-19, 10:10:51 ,60996,33968,1265,15614,1,injection
25-Apr-19, 10:10:52 ,60996,33968,1265,15614,1,injection
25-Apr-19, 10:10:54 ,60996,33968,1265,15614,1,injection
25-Apr-19, 10:10:54 ,17067,51487,46465,60578,1,injection
25-Apr-19, 10:10:55 ,17067,51487,46465,60578,1,injection
25-Apr-19, 10:10:55 ,17067,51487,46465,60578,1,injection
25-Apr-19, 10:10:56 ,17067,51487,46465,60578,1,injection
25-Apr-19, 10:10:56 ,37497,20545,17168,47392,1,injection
25-Apr-19, 10:10:57 ,37497,20545,17168,47392,1,injection
25-Apr-19, 10:10:59 ,37497,20545,17168,47392,1,injection
25-Apr-19, 10:10:59 ,37497,20545,17168,47392,1,injection
25-Apr-19, 10:11:00 ,24088,34546,15883,60815,1,injection
25-Apr-19, 10:11:00 ,24088,34546,15883,60815,1,injection
25-Apr-19, 10:11:01 ,24088,34546,15883,60815,1,injection
25-Apr-19, 10:11:01 ,24088,34546,15883,60815,1,injection
25-Apr-19, 10:11:02 ,37957,14159,44683,10655,1,injection
25-Apr-19, 10:11:04 ,37957,14159,44683,10655,1,injection
25-Apr-19, 10:11:04 ,37957,14159,44683,10655,1,injection
25-Apr-19, 10:11:05 ,37957,14159,44683,10655,1,injection
25-Apr-19, 10:11:05 ,65224,45918,61134,30350,1,injection
25-Apr-19, 10:11:06 ,65224,45918,61134,30350,1,injection
25-Apr-19, 10:11:06 ,65224,45918,61134,30350,1,injection
25-Apr-19, 10:11:09 ,614,62223,51366,37056,1,injection
25-Apr-19, 10:11:09 ,614,62223,51366,37056,1,injection
25-Apr-19, 10:11:10 ,614,62223,51366,37056,1,injection
25-Apr-19, 10:11:10 ,614,62223,51366,37056,1,injection
25-Apr-19, 10:11:11 ,9823,41219,15508,46464,1,injection
25-Apr-19, 10:11:11 ,9823,41219,15508,46464,1,injection
25-Apr-19, 10:11:14 ,9823,41219,15508,46464,1,injection
25-Apr-19, 10:11:14 ,9908,35380,9458,47761,1,injection
25-Apr-19, 10:11:15 ,9908,35380,9458,47761,1,injection
25-Apr-19, 10:11:15 ,9908,35380,9458,47761,1,injection
25-Apr-19, 10:11:16 ,9908,35380,9458,47761,1,injection
25-Apr-19, 10:11:16 ,21218,38834,47586,33091,1,injection
25-Apr-19, 10:11:17 ,21218,38834,47586,33091,1,injection
25-Apr-19, 10:11:19 ,21218,38834,47586,33091,1,injection
25-Apr-19, 10:11:19 ,21218,38834,47586,33091,1,injection
25-Apr-19, 10:11:20 ,20332,59091,57797,65019,1,injection
25-Apr-19, 10:11:20 ,20332,59091,57797,65019,1,injection
25-Apr-19, 10:11:21 ,20332,59091,57797,65019,1,injection
25-Apr-19, 10:11:21 ,20332,59091,57797,65019,1,injection
25-Apr-19, 10:11:22 ,12866,49867,10347,59779,1,injection
25-Apr-19, 10:11:24 ,12866,49867,10347,59779,1,injection
25-Apr-19, 10:11:24 ,12866,49867,10347,59779,1,injection
25-Apr-19, 10:11:25 ,12866,49867,10347,59779,1,injection
25-Apr-19, 10:11:25 ,56461,62023,16418,46208,1,injection
25-Apr-19, 10:11:26 ,56461,62023,16418,46208,1,injection
25-Apr-19, 10:11:26 ,56461,62023,16418,46208,1,injection
25-Apr-19, 10:11:27 ,56461,62023,16418,46208,1,injection
25-Apr-19, 10:11:29 ,26234,22288,36523,18684,1,injection
25-Apr-19, 10:11:29 ,26234,22288,36523,18684,1,injection
25-Apr-19, 10:11:30 ,26234,22288,36523,18684,1,injection
25-Apr-19, 10:11:30 ,26234,22288,36523,18684,1,injection
25-Apr-19, 10:11:31 ,12706,45584,8943,41760,1,injection
25-Apr-19, 10:11:31 ,12706,45584,8943,41760,1,injection
25-Apr-19, 10:11:32 ,12706,45584,8943,41760,1,injection
25-Apr-19, 10:11:34 ,12706,45584,8943,41760,1,injection
25-Apr-19, 10:11:34 ,32156,29389,5747,18198,1,injection
25-Apr-19, 10:11:35 ,32156,29389,5747,18198,1,injection
25-Apr-19, 10:11:35 ,32156,29389,5747,18198,1,injection
25-Apr-19, 10:11:36 ,32156,29389,5747,18198,1,injection
25-Apr-19, 10:11:36 ,28832,3891,48525,30006,1,injection
25-Apr-19, 10:11:37 ,28832,3891,48525,30006,1,injection
25-Apr-19, 10:11:39 ,28832,3891,48525,30006,1,injection
25-Apr-19, 10:11:39 ,28832,3891,48525,30006,1,injection
25-Apr-19, 10:11:40 ,15976,24304,63591,62635,1,injection
25-Apr-19, 10:11:40 ,15976,24304,63591,62635,1,injection
25-Apr-19, 10:11:41 ,15976,24304,63591,62635,1,injection
25-Apr-19, 10:11:41 ,15976,24304,63591,62635,1,injection
25-Apr-19, 10:11:43 ,52182,28878,22037,10300,1,injection
25-Apr-19, 10:11:44 ,52182,28878,22037,10300,1,injection
25-Apr-19, 10:11:44 ,52182,28878,22037,10300,1,injection
25-Apr-19, 10:11:45 ,52182,28878,22037,10300,1,injection
25-Apr-19, 10:11:46 ,41809,4311,655,57744,1,injection
25-Apr-19, 10:11:46 ,41809,4311,655,57744,1,injection
25-Apr-19, 10:11:46 ,41809,4311,655,57744,1,injection
25-Apr-19, 10:11:48 ,41809,4311,655,57744,1,injection
25-Apr-19, 10:11:49 ,35726,38462,4359,53050,1,injection
25-Apr-19, 10:11:49 ,35726,38462,4359,53050,1,injection
25-Apr-19, 10:11:50 ,35726,38462,4359,53050,1,injection
25-Apr-19, 10:11:51 ,35726,38462,4359,53050,1,injection
25-Apr-19, 10:11:51 ,17856,27918,8838,49724,1,injection
25-Apr-19, 10:11:51 ,17856,27918,8838,49724,1,injection
25-Apr-19, 10:11:53 ,17856,27918,8838,49724,1,injection
25-Apr-19, 10:11:54 ,17856,27918,8838,49724,1,injection
25-Apr-19, 10:11:54 ,51201,22030,5663,56669,1,injection
25-Apr-19, 10:11:55 ,51201,22030,5663,56669,1,injection
25-Apr-19, 10:11:56 ,51201,22030,5663,56669,1,injection
25-Apr-19, 10:11:56 ,51201,22030,5663,56669,1,injection
25-Apr-19, 10:11:56 ,56449,3273,54634,19798,1,injection
25-Apr-19, 10:11:58 ,56449,3273,54634,19798,1,injection
25-Apr-19, 10:11:59 ,56449,3273,54634,19798,1,injection
25-Apr-19, 10:11:59 ,56449,3273,54634,19798,1,injection
25-Apr-19, 10:12:00 ,60364,22120,39179,5763,1,injection
25-Apr-19, 10:12:01 ,60364,22120,39179,5763,1,injection
25-Apr-19, 10:12:01 ,60364,22120,39179,5763,1,injection
25-Apr-19, 10:12:01 ,60364,22120,39179,5763,1,injection
25-Apr-19, 10:12:03 ,4244,52082,29085,30758,1,injection
25-Apr-19, 10:12:04 ,4244,52082,29085,30758,1,injection
25-Apr-19, 10:12:04 ,4244,52082,29085,30758,1,injection
25-Apr-19, 10:12:05 ,4244,52082,29085,30758,1,injection
25-Apr-19, 10:12:06 ,52275,35258,24847,53843,1,injection
25-Apr-19, 10:12:06 ,52275,35258,24847,53843,1,injection
25-Apr-19, 10:12:06 ,52275,35258,24847,53843,1,injection
25-Apr-19, 10:12:08 ,52275,35258,24847,53843,1,injection
25-Apr-19, 10:12:09 ,62280,14031,41279,36278,1,injection
25-Apr-19, 10:12:09 ,62280,14031,41279,36278,1,injection
25-Apr-19, 10:12:10 ,62280,14031,41279,36278,1,injection
25-Apr-19, 10:12:11 ,62280,14031,41279,36278,1,injection
25-Apr-19, 10:12:11 ,4301,62609,22414,31885,1,injection
25-Apr-19, 10:12:11 ,4301,62609,22414,31885,1,injection
25-Apr-19, 10:12:13 ,4301,62609,22414,31885,1,injection
25-Apr-19, 10:12:14 ,4301,62609,22414,31885,1,injection
25-Apr-19, 10:12:14 ,55664,21299,13328,24545,1,injection
25-Apr-19, 10:12:15 ,55664,21299,13328,24545,1,injection
25-Apr-19, 10:12:16 ,55664,21299,13328,24545,1,injection
25-Apr-19, 10:12:16 ,55664,21299,13328,24545,1,injection
25-Apr-19, 10:12:16 ,47730,50719,28863,835,1,injection
25-Apr-19, 10:12:18 ,47730,50719,28863,835,1,injection
25-Apr-19, 10:12:19 ,47730,50719,28863,835,1,injection
25-Apr-19, 10:12:19 ,47730,50719,28863,835,1,injection
25-Apr-19, 10:12:20 ,30358,60080,4884,56416,1,injection
25-Apr-19, 10:12:21 ,30358,60080,4884,56416,1,injection
25-Apr-19, 10:12:21 ,30358,60080,4884,56416,1,injection
25-Apr-19, 10:12:21 ,30358,60080,4884,56416,1,injection
25-Apr-19, 10:12:23 ,41054,48558,17264,40072,1,injection
25-Apr-19, 10:12:24 ,41054,48558,17264,40072,1,injection
25-Apr-19, 10:12:24 ,41054,48558,17264,40072,1,injection
25-Apr-19, 10:12:25 ,41054,48558,17264,40072,1,injection
25-Apr-19, 10:12:26 ,44569,29807,42599,19123,1,injection
25-Apr-19, 10:12:26 ,44569,29807,42599,19123,1,injection
25-Apr-19, 10:12:26 ,44569,29807,42599,19123,1,injection
25-Apr-19, 10:12:28 ,44569,29807,42599,19123,1,injection
25-Apr-19, 10:12:29 ,50416,20024,19430,49012,1,injection
25-Apr-19, 10:12:29 ,50416,20024,19430,49012,1,injection
25-Apr-19, 10:12:30 ,50416,20024,19430,49012,1,injection
25-Apr-19, 10:12:31 ,50416,20024,19430,49012,1,injection
25-Apr-19, 10:12:31 ,52873,53729,40622,55512,1,injection
25-Apr-19, 10:12:31 ,52873,53729,40622,55512,1,injection
25-Apr-19, 10:12:33 ,52873,53729,40622,55512,1,injection
25-Apr-19, 10:12:34 ,52873,53729,40622,55512,1,injection
25-Apr-19, 10:12:34 ,38603,1873,53712,4069,1,injection
25-Apr-19, 10:12:35 ,38603,1873,53712,4069,1,injection
25-Apr-19, 10:12:36 ,38603,1873,53712,4069,1,injection
25-Apr-19, 10:12:36 ,38603,1873,53712,4069,1,injection
25-Apr-19, 10:12:36 ,30400,61990,53179,40333,1,injection
25-Apr-19, 10:12:38 ,30400,61990,53179,40333,1,injection
25-Apr-19, 10:12:39 ,30400,61990,53179,40333,1,injection
25-Apr-19, 10:12:39 ,30400,61990,53179,40333,1,injection
25-Apr-19, 10:12:40 ,47565,25570,54508,12438,1,injection
25-Apr-19, 10:12:41 ,47565,25570,54508,12438,1,injection
25-Apr-19, 10:12:41 ,47565,25570,54508,12438,1,injection
25-Apr-19, 10:12:41 ,47565,25570,54508,12438,1,injection
25-Apr-19, 10:12:43 ,62591,44759,27104,34348,1,injection
25-Apr-19, 10:12:44 ,62591,44759,27104,34348,1,injection
25-Apr-19, 10:12:44 ,62591,44759,27104,34348,1,injection
25-Apr-19, 10:12:45 ,62591,44759,27104,34348,1,injection
25-Apr-19, 10:12:46 ,17747,39305,47728,27605,1,injection
25-Apr-19, 10:12:46 ,17747,39305,47728,27605,1,injection
25-Apr-19, 10:12:46 ,17747,39305,47728,27605,1,injection
25-Apr-19, 10:12:48 ,17747,39305,47728,27605,1,injection
25-Apr-19, 10:12:49 ,56136,26692,6917,42189,1,injection
25-Apr-19, 10:12:49 ,56136,26692,6917,42189,1,injection
25-Apr-19, 10:12:50 ,56136,26692,6917,42189,1,injection
25-Apr-19, 10:12:51 ,56136,26692,6917,42189,1,injection
25-Apr-19, 10:12:51 ,48399,126,34426,58996,1,injection
25-Apr-19, 10:12:51 ,48399,126,34426,58996,1,injection
25-Apr-19, 10:12:53 ,48399,126,34426,58996,1,injection
25-Apr-19, 10:12:54 ,48399,126,34426,58996,1,injection
25-Apr-19, 10:12:54 ,42363,25738,33865,50171,1,injection
25-Apr-19, 10:12:55 ,42363,25738,33865,50171,1,injection
25-Apr-19, 10:12:56 ,42363,25738,33865,50171,1,injection
25-Apr-19, 10:12:56 ,42363,25738,33865,50171,1,injection
25-Apr-19, 10:12:56 ,31838,6332,706,41094,1,injection
25-Apr-19, 10:12:58 ,31838,6332,706,41094,1,injection
25-Apr-19, 10:12:59 ,31838,6332,706,41094,1,injection
25-Apr-19, 10:12:59 ,31838,6332,706,41094,1,injection
25-Apr-19, 10:13:00 ,11867,25154,61054,40875,1,injection
25-Apr-19, 10:13:01 ,11867,25154,61054,40875,1,injection
25-Apr-19, 10:13:01 ,11867,25154,61054,40875,1,injection
25-Apr-19, 10:13:01 ,11867,25154,61054,40875,1,injection
25-Apr-19, 10:13:03 ,37725,35146,39135,43639,1,injection
25-Apr-19, 10:13:05 ,37725,35146,39135,43639,1,injection
25-Apr-19, 10:13:06 ,8198,44250,62835,7681,1,injection
25-Apr-19, 10:13:06 ,8198,44250,62835,7681,1,injection
25-Apr-19, 10:13:06 ,8198,44250,62835,7681,1,injection
25-Apr-19, 10:13:08 ,8198,44250,62835,7681,1,injection
25-Apr-19, 10:13:10 ,3553,16314,20541,18003,1,injection
25-Apr-19, 10:13:11 ,3553,16314,20541,18003,1,injection
25-Apr-19, 10:13:11 ,57007,56934,57099,60726,1,injection
25-Apr-19, 10:13:11 ,57007,56934,57099,60726,1,injection
25-Apr-19, 10:13:13 ,57007,56934,57099,60726,1,injection
25-Apr-19, 10:13:14 ,57007,56934,57099,60726,1,injection
25-Apr-19, 10:13:14 ,62078,4593,11546,28494,1,injection
25-Apr-19, 10:13:15 ,62078,4593,11546,28494,1,injection
25-Apr-19, 10:13:16 ,62078,4593,11546,28494,1,injection
25-Apr-19, 10:13:16 ,62078,4593,11546,28494,1,injection
25-Apr-19, 10:13:16 ,34738,11602,42632,18934,1,injection
25-Apr-19, 10:13:18 ,34738,11602,42632,18934,1,injection
25-Apr-19, 10:13:19 ,34738,11602,42632,18934,1,injection
25-Apr-19, 10:13:19 ,34738,11602,42632,18934,1,injection
25-Apr-19, 10:13:20 ,28801,55014,28836,36284,1,injection
25-Apr-19, 10:13:23 ,21477,45841,62284,54997,1,injection
25-Apr-19, 10:13:24 ,21477,45841,62284,54997,1,injection
25-Apr-19, 10:13:24 ,21477,45841,62284,54997,1,injection
25-Apr-19, 10:13:25 ,21477,45841,62284,54997,1,injection
25-Apr-19, 10:13:26 ,37011,11573,32953,1253,1,injection
25-Apr-19, 10:13:26 ,37011,11573,32953,1253,1,injection
25-Apr-19, 10:13:26 ,37011,11573,32953,1253,1,injection
25-Apr-19, 10:13:28 ,37011,11573,32953,1253,1,injection
25-Apr-19, 10:13:29 ,23536,57112,18294,24877,1,injection
25-Apr-19, 10:13:29 ,23536,57112,18294,24877,1,injection
25-Apr-19, 10:13:30 ,23536,57112,18294,24877,1,injection
25-Apr-19, 10:13:31 ,23536,57112,18294,24877,1,injection
25-Apr-19, 10:13:31 ,64075,23849,22334,31977,1,injection
25-Apr-19, 10:13:31 ,64075,23849,22334,31977,1,injection
25-Apr-19, 10:13:33 ,64075,23849,22334,31977,1,injection
25-Apr-19, 10:13:34 ,64075,23849,22334,31977,1,injection
25-Apr-19, 10:13:34 ,44124,31887,3162,46417,1,injection
25-Apr-19, 10:13:35 ,44124,31887,3162,46417,1,injection
25-Apr-19, 10:13:36 ,44124,31887,3162,46417,1,injection
25-Apr-19, 10:13:36 ,44124,31887,3162,46417,1,injection
25-Apr-19, 10:13:36 ,4330,54110,17700,24550,1,injection
25-Apr-19, 10:13:38 ,4330,54110,17700,24550,1,injection
25-Apr-19, 10:13:39 ,4330,54110,17700,24550,1,injection
25-Apr-19, 10:13:39 ,4330,54110,17700,24550,1,injection
25-Apr-19, 10:13:40 ,14297,45885,2362,44459,1,injection
25-Apr-19, 10:13:41 ,14297,45885,2362,44459,1,injection
25-Apr-19, 10:13:41 ,14297,45885,2362,44459,1,injection
25-Apr-19, 10:13:41 ,14297,45885,2362,44459,1,injection
25-Apr-19, 10:13:43 ,20145,47275,19307,46655,1,injection
25-Apr-19, 10:13:44 ,20145,47275,19307,46655,1,injection
25-Apr-19, 10:13:44 ,20145,47275,19307,46655,1,injection
25-Apr-19, 10:13:46 ,19197,31125,61740,5040,1,injection
25-Apr-19, 10:13:46 ,19197,31125,61740,5040,1,injection
25-Apr-19, 10:13:46 ,19197,31125,61740,5040,1,injection
25-Apr-19, 10:13:49 ,31789,954,51494,51831,1,injection
25-Apr-19, 10:13:49 ,31789,954,51494,51831,1,injection
25-Apr-19, 10:13:50 ,31789,954,51494,51831,1,injection
25-Apr-19, 10:13:53 ,13529,56217,46966,15806,1,injection
25-Apr-19, 10:13:54 ,13529,56217,46966,15806,1,injection
25-Apr-19, 10:13:54 ,60792,56293,20603,34475,1,injection
25-Apr-19, 10:13:55 ,60792,56293,20603,34475,1,injection
25-Apr-19, 10:13:56 ,60792,56293,20603,34475,1,injection
25-Apr-19, 10:13:56 ,60792,56293,20603,34475,1,injection
25-Apr-19, 10:13:56 ,5889,33239,55991,6832,1,injection
25-Apr-19, 10:13:58 ,5889,33239,55991,6832,1,injection
25-Apr-19, 10:13:59 ,5889,33239,55991,6832,1,injection
25-Apr-19, 10:13:59 ,5889,33239,55991,6832,1,injection
25-Apr-19, 10:14:00 ,24798,32094,32015,9961,1,injection
25-Apr-19, 10:14:01 ,24798,32094,32015,9961,1,injection
25-Apr-19, 10:14:01 ,24798,32094,32015,9961,1,injection
25-Apr-19, 10:14:01 ,24798,32094,32015,9961,1,injection
25-Apr-19, 10:14:03 ,56520,34934,38040,50944,1,injection
25-Apr-19, 10:14:04 ,56520,34934,38040,50944,1,injection
25-Apr-19, 10:14:04 ,56520,34934,38040,50944,1,injection
25-Apr-19, 10:14:06 ,65430,32317,49653,39132,1,injection
25-Apr-19, 10:14:06 ,65430,32317,49653,39132,1,injection
25-Apr-19, 10:14:06 ,65430,32317,49653,39132,1,injection
25-Apr-19, 10:14:08 ,65430,32317,49653,39132,1,injection
25-Apr-19, 10:14:09 ,16753,129,35840,55419,1,injection
25-Apr-19, 10:14:09 ,16753,129,35840,55419,1,injection
25-Apr-19, 10:14:10 ,16753,129,35840,55419,1,injection
25-Apr-19, 10:14:11 ,16753,129,35840,55419,1,injection
25-Apr-19, 10:14:11 ,22689,53167,30885,7178,1,injection
25-Apr-19, 10:14:11 ,22689,53167,30885,7178,1,injection
25-Apr-19, 10:14:13 ,22689,53167,30885,7178,1,injection
25-Apr-19, 10:14:14 ,22689,53167,30885,7178,1,injection
25-Apr-19, 10:14:14 ,24850,19917,63249,33760,1,injection
25-Apr-19, 10:14:15 ,24850,19917,63249,33760,1,injection
25-Apr-19, 10:14:16 ,24850,19917,63249,33760,1,injection
25-Apr-19, 10:14:16 ,24850,19917,63249,33760,1,injection
25-Apr-19, 10:14:16 ,14364,18165,58174,5914,1,injection
25-Apr-19, 10:14:18 ,14364,18165,58174,5914,1,injection
25-Apr-19, 10:14:19 ,14364,18165,58174,5914,1,injection
25-Apr-19, 10:14:19 ,14364,18165,58174,5914,1,injection
25-Apr-19, 10:14:20 ,35243,59778,56861,42019,1,injection
25-Apr-19, 10:14:21 ,35243,59778,56861,42019,1,injection
25-Apr-19, 10:14:21 ,35243,59778,56861,42019,1,injection
25-Apr-19, 10:14:21 ,35243,59778,56861,42019,1,injection
25-Apr-19, 10:14:23 ,56026,21417,24411,26926,1,injection
25-Apr-19, 10:14:24 ,56026,21417,24411,26926,1,injection
25-Apr-19, 10:14:24 ,56026,21417,24411,26926,1,injection
25-Apr-19, 10:14:25 ,56026,21417,24411,26926,1,injection
25-Apr-19, 10:14:26 ,8853,47247,28679,6860,1,injection
25-Apr-19, 10:14:26 ,8853,47247,28679,6860,1,injection
25-Apr-19, 10:14:26 ,8853,47247,28679,6860,1,injection
25-Apr-19, 10:14:28 ,8853,47247,28679,6860,1,injection
25-Apr-19, 10:14:29 ,225,10322,49901,12685,1,injection
25-Apr-19, 10:14:29 ,225,10322,49901,12685,1,injection
25-Apr-19, 10:14:30 ,225,10322,49901,12685,1,injection
25-Apr-19, 10:14:31 ,225,10322,49901,12685,1,injection
25-Apr-19, 10:14:31 ,9097,58732,14589,61927,1,injection
25-Apr-19, 10:14:31 ,9097,58732,14589,61927,1,injection
25-Apr-19, 10:14:33 ,9097,58732,14589,61927,1,injection
25-Apr-19, 10:14:34 ,9097,58732,14589,61927,1,injection
25-Apr-19, 10:14:34 ,5645,43166,38888,29549,1,injection
25-Apr-19, 10:14:35 ,5645,43166,38888,29549,1,injection
25-Apr-19, 10:14:36 ,5645,43166,38888,29549,1,injection
25-Apr-19, 10:14:36 ,5645,43166,38888,29549,1,injection
25-Apr-19, 10:14:36 ,4325,18552,49652,22365,1,injection
25-Apr-19, 10:14:38 ,4325,18552,49652,22365,1,injection
25-Apr-19, 10:14:39 ,4325,18552,49652,22365,1,injection
25-Apr-19, 10:14:39 ,4325,18552,49652,22365,1,injection
25-Apr-19, 10:14:40 ,39462,3542,51823,34638,1,injection
25-Apr-19, 10:14:41 ,39462,3542,51823,34638,1,injection
25-Apr-19, 10:14:41 ,39462,3542,51823,34638,1,injection
25-Apr-19, 10:14:41 ,39462,3542,51823,34638,1,injection
25-Apr-19, 10:14:43 ,33915,30320,9694,57598,1,injection
25-Apr-19, 10:14:44 ,33915,30320,9694,57598,1,injection
25-Apr-19, 10:14:44 ,33915,30320,9694,57598,1,injection
25-Apr-19, 10:14:45 ,33915,30320,9694,57598,1,injection
25-Apr-19, 10:14:46 ,11547,35275,17794,50050,1,injection
25-Apr-19, 10:14:46 ,11547,35275,17794,50050,1,injection
25-Apr-19, 10:14:46 ,11547,35275,17794,50050,1,injection
25-Apr-19, 10:14:48 ,11547,35275,17794,50050,1,injection
25-Apr-19, 10:14:49 ,21050,64013,54773,47013,1,injection
25-Apr-19, 10:14:49 ,21050,64013,54773,47013,1,injection
25-Apr-19, 10:14:50 ,21050,64013,54773,47013,1,injection
25-Apr-19, 10:14:51 ,21050,64013,54773,47013,1,injection
25-Apr-19, 10:14:51 ,23587,30273,15881,56618,1,injection
25-Apr-19, 10:14:51 ,23587,30273,15881,56618,1,injection
25-Apr-19, 10:14:53 ,23587,30273,15881,56618,1,injection
25-Apr-19, 10:14:54 ,23587,30273,15881,56618,1,injection
25-Apr-19, 10:14:54 ,14638,9512,49133,31318,1,injection
25-Apr-19, 10:14:55 ,14638,9512,49133,31318,1,injection
25-Apr-19, 10:14:56 ,14638,9512,49133,31318,1,injection
25-Apr-19, 10:14:56 ,14638,9512,49133,31318,1,injection
25-Apr-19, 10:14:56 ,61297,64587,38187,37200,1,injection
25-Apr-19, 10:14:58 ,61297,64587,38187,37200,1,injection
25-Apr-19, 10:14:59 ,61297,64587,38187,37200,1,injection
25-Apr-19, 10:14:59 ,61297,64587,38187,37200,1,injection
25-Apr-19, 10:15:00 ,39066,61211,28505,26894,1,injection
25-Apr-19, 10:15:01 ,39066,61211,28505,26894,1,injection
25-Apr-19, 10:15:01 ,39066,61211,28505,26894,1,injection
25-Apr-19, 10:15:01 ,39066,61211,28505,26894,1,injection
25-Apr-19, 10:15:03 ,11778,51218,57914,59878,1,injection
25-Apr-19, 10:15:04 ,11778,51218,57914,59878,1,injection
25-Apr-19, 10:15:04 ,11778,51218,57914,59878,1,injection
25-Apr-19, 10:15:05 ,11778,51218,57914,59878,1,injection
25-Apr-19, 10:15:06 ,27509,11535,45727,30860,1,injection
25-Apr-19, 10:15:06 ,27509,11535,45727,30860,1,injection
25-Apr-19, 10:15:06 ,27509,11535,45727,30860,1,injection
25-Apr-19, 10:15:08 ,27509,11535,45727,30860,1,injection
25-Apr-19, 10:15:09 ,47599,13291,9583,21285,1,injection
25-Apr-19, 10:15:09 ,47599,13291,9583,21285,1,injection
25-Apr-19, 10:15:11 ,47599,13291,9583,21285,1,injection
25-Apr-19, 10:15:11 ,9552,21512,46412,19404,1,injection
25-Apr-19, 10:15:11 ,9552,21512,46412,19404,1,injection
25-Apr-19, 07:49:13 ,14319,43025,21446,63034,1,injection
25-Apr-19, 07:56:17 ,29470,5958,33006,41104,1,injection
25-Apr-19, 08:04:07 ,20786,1728,11280,40832,1,injection
25-Apr-19, 08:16:31 ,37615,35476,37654,33483,1,injection
25-Apr-19, 08:16:31 ,25196,5159,39337,38877,1,injection
25-Apr-19, 08:16:32 ,25196,5159,39337,38877,1,injection
25-Apr-19, 08:16:33 ,25196,5159,39337,38877,1,injection
25-Apr-19, 08:16:36 ,16791,65366,53577,25985,1,injection
25-Apr-19, 08:16:36 ,16791,65366,53577,25985,1,injection
25-Apr-19, 08:16:43 ,21633,23207,44062,15998,1,injection
25-Apr-19, 08:16:47 ,8476,30499,33693,7363,1,injection
25-Apr-19, 08:16:56 ,35902,25665,27339,8137,1,injection
25-Apr-19, 08:16:56 ,35902,25665,27339,8137,1,injection
25-Apr-19, 08:16:58 ,35902,25665,27339,8137,1,injection
25-Apr-19, 08:17:00 ,3599,59518,32183,9321,1,injection
25-Apr-19, 08:17:08 ,43539,27070,10406,19604,1,injection
25-Apr-19, 08:17:11 ,43539,27070,10406,19604,1,injection
25-Apr-19, 08:17:11 ,19343,8439,41823,46807,1,injection
25-Apr-19, 08:17:12 ,19343,8439,41823,46807,1,injection
25-Apr-19, 08:17:16 ,3610,55715,15091,34332,1,injection
25-Apr-19, 08:17:16 ,3610,55715,15091,34332,1,injection
25-Apr-19, 08:17:18 ,3610,55715,15091,34332,1,injection
25-Apr-19, 08:17:21 ,8281,29677,31449,8936,1,injection
25-Apr-19, 08:17:21 ,8281,29677,31449,8936,1,injection
25-Apr-19, 08:17:22 ,8281,29677,31449,8936,1,injection
25-Apr-19, 08:17:25 ,53463,18830,38977,42357,1,injection
25-Apr-19, 08:17:26 ,53463,18830,38977,42357,1,injection
25-Apr-19, 08:17:26 ,53463,18830,38977,42357,1,injection
25-Apr-19, 08:17:27 ,59610,15909,4875,61749,1,injection
25-Apr-19, 08:17:28 ,59610,15909,4875,61749,1,injection
25-Apr-19, 08:17:30 ,59610,15909,4875,61749,1,injection
25-Apr-19, 08:17:31 ,59610,15909,4875,61749,1,injection
25-Apr-19, 08:17:31 ,9542,64002,29953,13031,1,injection
25-Apr-19, 08:17:32 ,9542,64002,29953,13031,1,injection
